adaptive_stop_exit_enabled,adaptive_target_exit_enabled,auction_recomputed,audit_rows,audit_stage_counts,cleared,derivative_validation_failures,derivative_validation_rows,derivatives_enabled,executor_entry_updates,executor_exit_updates,final_entry_status_counts,final_exit_details,final_exit_status_counts,final_instrument_counts,first_entry_fill_time,first_exit_fill_time,first_signal_exit_request_time,first_snapshot_time,instrument_choice,last_snapshot_time,lifecycle,monitor_error_count,monitor_updates,require_derivatives,require_exit,require_trade,signal_action_counts,signal_stage_observation_counts,signals_persisted,snapshots,snapshots_marked_processed,symbols,test_mode,total_exit_pnl,trade_monitor_audit_rows,tradegen_outcome_counts,trades_persisted,trading_day,userid,validation_error_count,validation_errors,validation_status
True,True,False,46,"{'SIGNAL_GENERATOR': 33, 'TRADE_EXECUTOR': 2, 'TRADE_GENERATOR': 2, 'TRADE_MONITOR': 9}","{""audit"": 0, ""signals"": 0, ""trades"": 0}",0,2,True,3,3,"{""FILLED"": 3}","[{""exit_exec_time"": ""2026-07-20T12:12:00"", ""exit_reason"": ""RELATED_PRIMARY_EXIT"", ""exit_rule"": ""close_sibling_legs_on_primary_exit:ADAPTIVE_TARGET:exit_on_current_adaptive_target"", ""exit_status"": ""FILLED"", ""trade_id"": 1}, {""exit_exec_time"": ""2026-07-20T12:12:00"", ""exit_reason"": ""ADAPTIVE_TARGET"", ""exit_rule"": ""exit_on_current_adaptive_target"", ""exit_status"": ""FILLED"", ""trade_id"": 2}, {""exit_exec_time"": ""2026-07-20T12:12:00"", ""exit_reason"": ""RELATED_PRIMARY_EXIT"", ""exit_rule"": ""close_sibling_legs_on_primary_exit:ADAPTIVE_TARGET:exit_on_current_adaptive_target"", ""exit_status"": ""FILLED"", ""trade_id"": 3}]","{""FILLED"": 3}","{""EQ"": 1, ""FUT"": 1, ""PE"": 1}",2026-07-20T11:48:00,2026-07-20T12:12:00,2026-07-20T13:09:00+05:30,2026-07-20T09:15:00+05:30,MULTI,2026-07-20T15:27:00+05:30,DEFAULT,0,27,True,True,True,"{""CREATE"": 1, ""DOWNGRADE"": 9, ""HOLD"": 57, ""NO_ACTION"": 51, ""PROMOTE"": 7}","{""ACTIVE"": 11, ""EXIT_BIAS"": 32, ""PROTECT"": 17, ""WEAKENING"": 14}",1,125,0,"[""COFORGE""]",ADAPTIVE_EXIT,4994.2,9,"{""ALREADY_DEPLOYED"": 73, ""CREATED"": 1}",3,2026-07-20,DR1812,1,"[{""code"": ""TRADE_MONITOR_AUDIT_MISSING"", ""details"": {""audit_rows"": 9, ""monitor_updates"": 27}, ""message"": ""TradeMonitor audit rows are missing""}]",FAILED
