auction_recomputed,audit_rows,cleared,executor_entry_updates,executor_exit_updates,final_entry_status_counts,final_exit_status_counts,final_instrument_counts,first_entry_fill_time,first_exit_fill_time,first_snapshot_time,instrument_choice,last_snapshot_time,lifecycle,monitor_updates,require_exit,require_trade,signal_action_counts,signal_stage_observation_counts,signals_persisted,snapshots,snapshots_marked_processed,symbols,total_exit_pnl,tradegen_outcome_counts,trades_persisted,trading_day,userid
False,37,"{""audit"": 0, ""signals"": 0, ""trades"": 0}",1,1,"{""FILLED"": 1}","{""FILLED"": 1}","{""EQ"": 1}",2026-07-20T11:48:00,2026-07-20T12:12:00,2026-07-20T09:15:00+05:30,EQ,2026-07-20T15:27:00+05:30,DEFAULT,9,True,True,"{""CREATE"": 1, ""DOWNGRADE"": 9, ""HOLD"": 57, ""NO_ACTION"": 51, ""PROMOTE"": 7}","{""ACTIVE"": 11, ""EXIT_BIAS"": 32, ""PROTECT"": 17, ""WEAKENING"": 14}",1,125,0,"[""COFORGE""]",6.7,"{""ALREADY_DEPLOYED"": 73, ""CREATED"": 1}",1,2026-07-20,DR1812
