active_evidence_action,active_evidence_reason_code,auction_action,auction_state,directional_alignment,downstream_contract_version,downstream_signal_state,downstream_trade_action,exit_pressure,index,persisted_signal_action,selected_candidate_id,selected_opportunity_key,setup_reference_price,should_exit_signal,signal_action,signal_stage,signal_status,signal_status_reason,snapshot_time,symbol,target_expansion_allowed,trail_mode
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,89,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T13:39:00+05:30,COFORGE,False,EXIT_READY
CAUTION,AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,LOCAL_CONFIRMED,CONTROLLED_PULLBACK,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,MEDIUM,90,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,PROMOTE,WEAKENING,OPEN,PROMOTE:WEAKENING:AUCTION_CONFIRMED_CONTROLLED_PULLBACK_OPPOSITE,2026-07-20T13:42:00+05:30,COFORGE,False,DEFENSIVE
EXIT,AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,LOCAL_CONFIRMED,REACCELERATION,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,91,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,DOWNGRADE,EXIT_BIAS,OPEN,DOWNGRADE:EXIT_BIAS:AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,2026-07-20T13:45:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,LOCAL_CONFIRMED,REACCELERATION,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,92,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,2026-07-20T13:48:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,93,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T13:51:00+05:30,COFORGE,False,EXIT_READY
CAUTION,AUCTION_CONFIRMED_TREND_FAILURE_ALIGNED,LOCAL_CONFIRMED,TREND_FAILURE,ALIGNED,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,MEDIUM,94,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,PROMOTE,WEAKENING,OPEN,PROMOTE:WEAKENING:AUCTION_CONFIRMED_TREND_FAILURE_ALIGNED,2026-07-20T13:54:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_TREND_FAILURE_OPPOSITE,LOCAL_CONFIRMED,TREND_FAILURE,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,MEDIUM,95,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,WEAKENING,OPEN,HOLD:WEAKENING:AUCTION_CONFIRMED_TREND_FAILURE_OPPOSITE,2026-07-20T13:57:00+05:30,COFORGE,False,DEFENSIVE
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,96,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,DOWNGRADE,EXIT_BIAS,OPEN,DOWNGRADE:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:00:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,97,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:03:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,98,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:06:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,99,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:09:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,100,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:12:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,101,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:15:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,102,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:18:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,103,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:21:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,104,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:24:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,105,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:27:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,106,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:30:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,107,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:33:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,108,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:36:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,109,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T14:39:00+05:30,COFORGE,False,EXIT_READY
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,MEDIUM,110,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,PROMOTE,WEAKENING,OPEN,PROMOTE:WEAKENING:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:42:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,111,PROMOTE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,PROMOTE,PROTECT,OPEN,PROMOTE:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:45:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,112,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:48:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,113,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:51:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,114,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:54:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,115,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T14:57:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,116,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:00:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,117,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:03:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,118,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:06:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,119,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:09:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,120,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:12:00+05:30,COFORGE,False,DEFENSIVE
CAUTION,AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,LOCAL_CONFIRMED,RECOMPRESSION,NEUTRAL,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,TIGHTEN_STOP,LOW,121,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,False,HOLD,PROTECT,OPEN,HOLD:PROTECT:AUCTION_CONFIRMED_RECOMPRESSION_NEUTRAL,2026-07-20T15:15:00+05:30,COFORGE,False,DEFENSIVE
EXIT,AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,LOCAL_CONFIRMED,REACCELERATION,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,122,DOWNGRADE,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,DOWNGRADE,EXIT_BIAS,OPEN,DOWNGRADE:EXIT_BIAS:AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,2026-07-20T15:18:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,LOCAL_CONFIRMED,REACCELERATION,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,123,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_REACCELERATION_OPPOSITE,2026-07-20T15:21:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,124,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T15:24:00+05:30,COFORGE,False,EXIT_READY
EXIT,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,LOCAL_CONFIRMED,ORDERLY_UPTREND,OPPOSITE,AUCTION_SIGNAL_DOWNSTREAM_V1,MANAGE,EXIT_POSITION,HIGH,125,HOLD,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,1499.1,True,HOLD,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,2026-07-20T15:27:00+05:30,COFORGE,False,EXIT_READY
