first_snapshot_time,last_snapshot_time,lifecycle,signal_action_counts,signal_stage_observation_counts,signal_status_observation_counts,signals_cleared,signals_persisted,snapshots,snapshots_marked_processed,symbols,trading_day
2026-07-20T09:15:00+05:30,2026-07-20T15:27:00+05:30,DEFAULT,"{""CREATE"": 1, ""DOWNGRADE"": 9, ""HOLD"": 57, ""NO_ACTION"": 51, ""PROMOTE"": 7}","{""ACTIVE"": 11, ""EXIT_BIAS"": 32, ""PROTECT"": 17, ""WEAKENING"": 14}","{""OPEN"": 74}",0,1,125,0,"[""COFORGE""]",2026-07-20
