boundary_event_key,candidate_id,created_price,equity_ref,first_seen_time,last_pnl,last_price,last_snapshot_time,latest_auction_action,latest_directional_alignment,latest_signal_action,latest_signal_reason_code,latest_signal_stage,latest_signal_status,lifecycle,ltp,max_pnl,min_pnl,opportunity_key,posture_history_count,setup,side,signal_id,signal_lifecycle_history_count,stage,status,status_reason,symbol
BOUNDARY_EVENT:3fd0a5096f6c5ffba3e25d39,ACCEPT:COFORGE:eaa05407fa70961d5ecc1003,1497.7,COFORGE,2026-07-20T11:48:00,-0.7545,1509.0,2026-07-20T15:27:00,LOCAL_CONFIRMED,OPPOSITE,HOLD,AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,EXIT_BIAS,OPEN,DEFAULT,1509.0,0.4474,-0.9615,OPPORTUNITY:ff4dc016c250bffcfe6a6a0c,18,ACCEPTED_BREAKOUT,SELL,8fe06372-2c41-5455-a8d7-d416c3095471,32,EXIT_BIAS,OPEN,HOLD:EXIT_BIAS:AUCTION_CONFIRMED_ORDERLY_UPTREND_OPPOSITE,COFORGE
