adaptive_stop_exit_enabled,adaptive_target_exit_enabled,auction_recomputed,audit_rows,audit_stage_counts,cleared,derivative_validation_failures,derivative_validation_rows,derivatives_enabled,executor_entry_updates,executor_exit_updates,expected_trade_executor_audit_rows,final_entry_status_counts,final_exit_details,final_exit_status_counts,final_instrument_counts,first_entry_fill_time,first_exit_fill_time,first_signal_exit_request_time,first_snapshot_time,instrument_choice,last_snapshot_time,lifecycle,monitor_error_count,monitor_updates,require_derivatives,require_exit,require_trade,signal_action_counts,signal_stage_observation_counts,signals_persisted,snapshots,snapshots_marked_processed,symbols,test_mode,total_exit_pnl,trade_executor_audit_rows,trade_monitor_audit_rows,tradegen_outcome_counts,trades_persisted,trading_day,userid,validation_error_count,validation_errors,validation_status
True,True,False,161,"{'SIGNAL_GENERATOR': 55, 'TRADE_EXECUTOR': 12, 'TRADE_GENERATOR': 4, 'TRADE_MONITOR': 90}","{""audit"": 0, ""signals"": 0, ""trades"": 0}",0,4,True,6,6,12,"{""FILLED"": 6}","[{""exit_exec_time"": ""2026-07-24T10:30:00"", ""exit_reason"": ""RELATED_PRIMARY_EXIT"", ""exit_rule"": ""close_sibling_legs_on_primary_exit"", ""exit_status"": ""FILLED"", ""trade_id"": 1}, {""exit_exec_time"": ""2026-07-24T10:30:00"", ""exit_reason"": ""WEAKENING_RISK_EXIT"", ""exit_rule"": ""exit_at_observed_price_when_new_mae_stop_is_already_breached"", ""exit_status"": ""FILLED"", ""trade_id"": 2}, {""exit_exec_time"": ""2026-07-24T10:30:00"", ""exit_reason"": ""RELATED_PRIMARY_EXIT"", ""exit_rule"": ""close_sibling_legs_on_primary_exit"", ""exit_status"": ""FILLED"", ""trade_id"": 3}, {""exit_exec_time"": ""2026-07-24T12:03:00"", ""exit_reason"": ""RELATED_PRIMARY_EXIT"", ""exit_rule"": ""close_sibling_legs_on_primary_exit"", ""exit_status"": ""FILLED"", ""trade_id"": 4}, {""exit_exec_time"": ""2026-07-24T12:03:00"", ""exit_reason"": ""ADAPTIVE_STOP"", ""exit_rule"": ""exit_on_current_adaptive_stop"", ""exit_status"": ""FILLED"", ""trade_id"": 5}, {""exit_exec_time"": ""2026-07-24T12:03:00"", ""exit_reason"": ""RELATED_PRIMARY_EXIT"", ""exit_rule"": ""close_sibling_legs_on_primary_exit"", ""exit_status"": ""FILLED"", ""trade_id"": 6}]","{""FILLED"": 6}","{""CE"": 1, ""EQ"": 2, ""FUT"": 2, ""PE"": 1}",2026-07-24T10:12:00,2026-07-24T10:30:00,2026-07-24T10:45:00+05:30,2026-07-24T09:15:00+05:30,MULTI,2026-07-24T15:27:00+05:30,DEFAULT,0,90,True,True,True,"{""CREATE"": 2, ""DOWNGRADE"": 15, ""HOLD"": 73, ""NO_ACTION"": 19, ""PROMOTE"": 15, ""REPLACE"": 1}","{""ACTIVE"": 54, ""EXIT_BIAS"": 4, ""EXPAND"": 2, ""FORCE_EXIT"": 1, ""PROTECT"": 20, ""WEAKENING"": 25}",2,125,0,"[""MARUTI""]",ADAPTIVE_EXIT,9016.5,12,90,"{""ALREADY_DEPLOYED"": 104, ""CREATED"": 2}",6,2026-07-24,DR1812,0,[],PASSED
